LoanID,Amount,Term,InterestRate,Income,CreditScore,Age,Default
4543,30239.96,48,6.64,62137.83,531,33,0
4544,49751.01,12,2.41,71212.12,822,53,0
4545,38780.33,36,4.47,27401.94,680,39,0
4546,5000.0,36,5.59,27518.93,603,33,1
4547,67895.98,24,3.56,87544.29,743,48,0
4548,9458.97,24,7.25,113960.83,489,45,1
4549,5000.0,12,2.36,140562.21,825,20,0
4550,29998.14,48,4.02,83831.82,711,18,0
4551,100360.73,60,2.0,32737.85,850,53,0
4552,8174.76,12,3.99,20000.0,713,33,0
4553,5000.0,36,4.57,25217.95,673,47,0
4554,5825.52,36,5.8,83651.39,589,48,0
4555,22601.04,48,5.55,20000.0,606,63,0
4556,43395.49,12,6.73,25987.96,525,69,0
4557,10722.33,60,2.04,36305.41,847,27,0
4558,80965.32,12,4.72,98629.98,663,42,0
4559,69978.53,12,3.64,160930.87,737,43,0
4560,59513.95,48,3.43,69144.66,752,67,1
4561,33419.78,60,5.24,79619.38,627,23,0
4562,22723.6,36,6.09,63425.8,569,66,0
4563,23547.13,24,5.96,56987.72,578,53,0
4564,34965.36,60,7.16,92022.44,495,36,0
4565,5000.0,36,6.54,57361.24,538,58,0
4566,57333.25,48,4.14,195358.44,703,39,0
4567,21655.25,60,3.43,76241.64,752,20,1
4568,12729.05,60,4.91,82594.43,650,46,0
4569,16309.16,36,3.57,64928.28,742,41,0
4570,9940.49,36,3.54,118370.28,744,37,0
4571,115919.51,12,5.37,35402.24,618,33,0
4572,9258.53,12,3.34,27259.15,758,54,0
4573,107247.5,60,5.16,107177.52,633,44,0
4574,42460.05,24,5.53,75972.12,607,37,0
4575,101040.13,48,4.79,108242.66,658,35,0
4576,32128.81,36,6.96,50786.47,509,38,0
4577,131300.74,12,4.97,72197.82,646,36,1
4578,11880.56,48,8.27,45586.97,419,38,0
4579,40449.43,60,3.93,62419.13,717,55,0
4580,6724.52,36,6.8,20000.0,520,39,0
4581,29639.79,36,4.92,20000.0,649,47,1
4582,42187.31,12,2.76,20000.0,798,39,0
4583,46529.02,24,4.81,116201.06,657,18,0
4584,22748.17,36,7.67,113658.15,460,48,0
4585,5000.0,24,4.73,201012.17,662,34,0
4586,53257.82,48,5.29,109732.19,624,55,1
4587,33513.72,36,3.56,48110.73,743,69,0
4588,7360.01,36,5.08,63754.1,638,35,0
4589,137346.8,24,3.29,20000.0,761,58,0
4590,155803.17,12,4.28,48623.04,693,38,0
4591,97108.06,60,3.64,72331.99,737,40,0
4592,92852.77,48,5.05,132673.25,640,50,0
4593,5194.26,36,3.05,67895.81,778,18,0
4594,251186.86,12,5.67,23548.32,598,19,0
4595,25573.01,36,7.59,127011.31,466,45,0
4596,8903.8,48,6.51,43636.79,540,18,0
4597,83592.73,60,4.73,32503.95,662,61,1
4598,12791.78,36,4.52,61008.15,677,65,0
4599,37345.9,24,4.69,43208.96,665,50,0
4600,6849.21,12,3.15,72246.01,771,43,1
4601,32184.12,60,4.65,103746.38,668,61,0
4602,40838.28,36,4.44,48756.3,682,38,0
4603,29522.67,60,3.48,49585.48,748,39,0
4604,5000.0,24,7.35,104138.96,482,42,0
4605,33173.5,36,3.86,104351.11,722,32,0
4606,31644.28,60,3.0,77421.38,781,64,0
4607,15164.85,36,3.88,58453.97,721,63,0
4608,127297.59,36,4.46,148920.28,681,30,0
4609,27046.4,60,3.75,36592.8,730,33,1
4610,99797.61,36,8.04,105102.22,435,39,0
4611,5807.81,24,5.1,35207.0,637,63,1
4612,19200.64,60,6.8,70809.16,520,39,0
4613,9699.32,60,4.36,20380.52,688,47,0
4614,26247.14,24,6.38,72487.14,549,28,1
4615,5918.72,24,3.69,155030.1,734,67,0
4616,29083.4,24,5.52,122119.75,608,27,0
4617,21837.79,36,6.79,20000.0,521,38,0
4618,12636.02,36,6.29,150725.25,555,19,0
4619,51386.18,48,6.83,42112.76,518,63,0
4620,150706.51,36,4.97,93140.71,646,44,0
4621,11603.76,24,4.02,63990.9,711,71,0
4622,62203.44,48,5.85,39265.04,585,30,0
4623,67813.65,24,7.03,85519.71,504,60,0
4624,34469.76,12,4.94,40608.96,648,50,0
4625,113976.81,60,4.97,108371.13,646,33,0
4626,169646.68,12,5.64,40052.22,600,35,0
4627,22490.17,24,6.06,36181.96,571,53,0
4628,52638.94,36,3.06,110227.59,777,44,1
4629,54266.93,60,5.78,256499.71,590,34,0
4630,25845.16,36,7.02,130802.58,505,71,0
4631,19047.73,36,5.04,117911.65,641,45,0
4632,135711.61,60,4.15,66053.99,702,39,0
4633,78027.99,60,4.24,103752.07,696,28,0
4634,6078.14,12,7.24,48639.78,490,37,0
4635,6385.08,24,3.15,172076.84,771,18,0
4636,127901.47,36,4.6,20000.0,671,45,0
4637,5000.0,24,4.08,63720.14,707,55,0
4638,58305.17,24,2.0,52554.27,850,66,0
4639,12858.18,48,3.82,66399.06,725,38,1
4640,5000.0,12,4.08,37789.54,707,52,0
4641,5000.0,36,5.24,74939.35,627,39,0
4642,23382.09,60,4.92,36794.35,649,18,0
4643,5000.0,60,6.67,46011.73,529,18,1
4644,45396.19,24,4.79,95582.3,658,43,0
4645,52100.42,12,2.55,300000.0,812,18,0
4646,23377.82,12,4.3,45453.05,692,41,0
4647,67910.24,36,2.0,85518.16,850,38,1
4648,33671.4,36,4.15,144207.52,702,18,0
4649,28125.99,24,4.5,89455.88,678,18,1
4650,26127.04,24,5.11,57125.31,636,33,0
4651,28203.1,24,2.04,56348.25,847,67,0
4652,171925.73,48,5.59,151551.77,603,48,0
4653,57192.05,12,5.97,20000.0,577,33,0
4654,18932.14,24,6.2,74443.95,561,32,0
4655,66186.62,12,2.0,50991.25,850,49,0
4656,20043.84,60,4.71,20000.0,664,46,0
4657,6717.44,60,4.79,69053.73,658,54,0
4658,32252.18,12,4.15,40154.43,702,71,0
4659,69519.91,60,5.29,26065.58,624,61,0
4660,23713.43,60,6.03,163718.09,573,60,0
4661,101694.41,60,6.1,30490.35,568,42,1
4662,24465.66,36,6.15,23870.09,565,18,1
4663,21526.76,36,7.83,20000.0,449,18,0
4664,317233.39,12,4.84,82639.79,655,51,0
4665,32934.58,12,7.18,89569.69,494,35,0
4666,81794.54,48,4.12,253674.45,704,69,0
4667,81734.72,36,3.7,51787.03,733,66,0
4668,130434.69,12,5.8,45033.32,589,46,0
4669,5000.0,36,4.43,23064.14,683,37,0
4670,15819.19,48,3.86,93365.36,722,30,0
4671,72996.63,12,2.73,20000.0,800,68,0
4672,41345.53,12,5.48,39672.1,611,46,0
4673,41005.29,12,6.97,79188.45,508,33,0
4674,9089.0,12,6.23,41007.93,559,43,0
4675,16505.34,24,7.34,40021.09,483,40,0
4676,36837.62,36,4.23,34122.23,697,71,0
4677,16229.85,36,9.61,170258.65,327,47,0
4678,11804.02,36,6.38,38194.38,549,45,0
4679,5000.0,48,4.89,94268.84,651,24,0
4680,8463.91,24,6.48,36041.04,542,51,0
4681,73238.26,36,6.17,44554.9,563,45,0
4682,63430.75,36,3.72,66898.78,732,52,0
4683,5000.0,12,6.54,159731.42,538,45,0
4684,11362.86,12,5.58,20000.0,604,39,0
4685,41100.8,12,3.57,146915.28,742,45,0
4686,19476.72,36,5.46,30143.75,612,33,1
4687,86650.84,12,2.0,73622.75,850,47,1
4688,76853.38,36,3.32,61303.21,759,64,1
4689,111087.39,48,3.25,20910.56,764,58,0
4690,41383.24,48,6.93,40331.72,511,40,0
4691,21699.13,60,5.05,61473.51,640,41,0
4692,46578.43,24,5.33,20000.0,621,53,0
4693,5000.0,12,5.51,126035.16,609,50,0
4694,5000.0,12,5.69,67194.41,596,44,0
4695,5000.0,24,5.11,41775.17,636,36,0
4696,26173.84,24,8.41,49673.85,409,31,0
4697,12943.56,60,6.26,125495.5,557,31,0
4698,8559.45,24,2.47,146125.26,818,42,0
4699,47767.95,36,5.69,32134.35,596,50,0
4700,265875.44,12,5.87,22813.71,584,19,1
4701,9785.73,24,5.01,103200.83,643,55,0
4702,39529.34,36,4.87,25780.92,653,29,0
4703,6376.19,24,8.2,89719.62,424,34,0
4704,136084.47,36,4.71,29089.89,664,41,0
4705,17248.27,48,4.12,28907.39,704,50,0
4706,105326.18,36,4.07,20000.0,708,67,0
4707,16639.3,60,6.28,212112.17,556,38,0
4708,82008.38,36,2.67,146732.29,804,61,0
4709,11746.98,24,2.84,51419.04,792,38,0
4710,17321.34,48,2.97,76455.08,783,64,0
4711,10689.09,48,3.77,74823.3,728,43,0
4712,15343.92,36,5.42,214446.21,615,22,0
4713,90049.83,24,4.91,86522.55,650,34,0
4714,50948.37,48,2.84,117424.0,792,45,0
4715,26033.67,36,8.24,163080.49,421,41,0
4716,177929.46,36,5.99,31466.94,576,29,0
4717,31261.49,36,4.25,35993.03,695,25,0
4718,174929.44,48,5.24,146342.56,627,56,0
4719,10944.31,12,5.51,49996.08,609,18,0
4720,117503.98,24,2.55,27727.12,812,52,0
4721,5000.0,60,3.7,71660.92,733,28,0
4722,39406.22,60,3.51,143234.44,746,73,0
4723,27500.19,24,6.04,229424.69,572,18,0
4724,37231.27,12,5.72,186416.38,594,18,0
4725,40309.62,24,4.33,20000.0,690,38,0
4726,24635.48,36,4.28,51265.03,693,60,0
4727,315938.66,24,2.23,21641.19,834,77,0
4728,187553.04,24,4.37,32837.31,687,59,0
4729,163174.54,48,2.51,73593.12,815,47,0
4730,193364.55,60,3.96,73259.41,715,30,0
4731,78754.82,60,5.24,20000.0,627,33,0
4732,223665.35,36,6.04,32990.98,572,35,1
4733,111448.25,36,3.75,195076.83,730,38,0
4734,26886.95,48,5.45,20000.0,613,41,0
4735,76804.05,36,5.08,143621.74,638,47,0
4736,121559.49,12,6.12,42254.84,567,36,0
4737,62345.07,48,4.91,63893.61,650,47,0
4738,27476.79,48,4.05,156480.43,709,50,0
4739,5000.0,24,5.51,53424.76,609,28,0
4740,82956.87,24,5.96,203306.53,578,26,1
4741,152607.59,12,4.82,20000.0,656,61,0
4742,22507.17,48,4.24,124007.74,696,46,0
4743,8238.19,48,4.92,113206.35,649,42,0
4744,19763.65,24,2.16,188061.34,839,23,0
4745,43688.19,60,4.76,99662.92,660,56,0
4746,19057.82,60,4.17,57906.76,701,44,1
4747,47159.81,24,3.63,30889.77,738,67,0
4748,170339.0,36,4.34,49780.61,689,47,0
4749,55544.54,48,6.32,20000.0,553,41,0
4750,22522.55,12,6.12,119409.58,567,35,0
4751,137250.99,60,6.52,63549.28,539,68,0
4752,41693.54,36,6.83,56671.66,518,59,0
4753,6869.65,48,4.52,46791.41,677,48,0
4754,34555.56,36,3.11,108715.6,774,59,0
4755,53013.32,48,3.88,56354.78,721,50,0
4756,91086.52,48,3.89,68639.09,720,18,0
4757,137817.49,24,6.41,67692.76,547,59,0
4758,19093.49,24,4.2,98698.61,699,55,0
4759,8451.26,12,4.15,93428.68,702,28,0
4760,5000.0,12,2.48,156239.47,817,53,0
4761,67038.26,36,4.43,142778.37,683,32,0
4762,79275.88,24,2.39,46190.67,823,38,0
4763,26328.54,48,4.73,223546.53,662,47,0
4764,25202.88,24,4.27,92512.1,694,46,0
4765,154214.0,48,3.22,256134.94,766,43,0
4766,124254.13,24,4.55,83580.5,675,20,0
4767,13280.76,48,7.12,49931.87,498,45,0
4768,75890.28,36,6.36,41302.86,550,70,0
4769,48735.79,24,2.0,20000.0,850,49,0
4770,8374.96,60,4.78,78282.2,659,42,0
4771,22062.73,60,3.91,81461.79,719,55,0
4772,9768.69,48,6.47,64414.71,543,47,0
4773,17488.94,36,4.41,87341.31,684,38,0
4774,47764.73,48,2.97,20000.0,783,58,1
4775,23521.42,36,7.63,60238.59,463,48,1
4776,25048.68,12,4.62,24616.51,670,51,0
4777,38788.12,24,4.62,89299.38,670,42,0
4778,5000.0,36,4.44,74072.37,682,43,0
4779,67122.93,48,2.0,141855.71,850,56,0
4780,25683.95,12,5.3,51161.06,623,37,0
4781,32734.52,48,5.61,141245.69,602,79,1
4782,183062.69,60,5.17,59876.88,632,36,0
4783,21107.7,60,2.0,107497.08,850,35,0
4784,52237.31,24,4.69,34298.18,665,60,0
4785,24920.51,24,4.08,67837.69,707,44,0
4786,112349.35,12,8.25,62477.31,420,53,0
4787,93786.28,60,4.75,147632.15,661,67,0
4788,13828.82,36,5.17,62345.47,632,51,0
4789,58841.51,60,4.78,62873.19,659,50,0
4790,5000.0,24,5.39,243604.22,617,36,0
4791,165093.02,48,6.8,120098.64,520,32,0
4792,21461.52,12,5.32,52895.1,622,21,0
4793,89142.79,60,2.73,99909.51,800,34,0
4794,19167.92,36,4.73,128381.43,662,37,0
4795,50088.45,36,7.53,72260.66,470,33,1
4796,205495.63,36,6.63,116913.04,532,41,0
4797,104676.97,12,4.5,67734.03,678,37,0
4798,8739.45,36,6.47,148375.13,543,57,0
4799,39647.1,36,4.57,20000.0,673,25,0
4800,21426.33,60,3.09,29870.11,775,59,0
4801,28488.0,12,4.23,47779.07,697,55,0
4802,20412.18,48,6.35,116712.77,551,31,0
4803,20470.59,48,4.66,86718.15,667,25,0
4804,39104.74,36,3.83,35601.9,724,53,0
4805,10657.43,24,5.97,74278.1,577,53,0
4806,38544.13,12,6.48,20000.0,542,33,1
4807,16353.41,24,5.04,20000.0,641,25,0
4808,17052.94,12,2.65,20000.0,805,38,0
4809,67113.5,12,6.35,25298.03,551,18,0
4810,5000.0,60,5.55,113142.75,606,53,0
4811,23978.12,36,6.65,89030.93,530,35,1
4812,26173.12,60,6.01,54233.83,574,47,0
4813,33190.11,24,5.11,115744.24,636,71,0
4814,55283.51,24,5.13,154899.47,635,39,0
4815,23076.92,48,8.92,26331.17,374,55,0
4816,11985.06,60,5.26,144725.44,626,41,1
4817,108085.9,60,2.35,35362.08,826,38,0
4818,198267.57,60,4.71,40925.16,664,67,1
4819,5000.0,48,5.27,212060.75,625,36,0
4820,39534.35,60,5.74,76312.44,593,53,0
4821,20904.91,60,6.26,45915.46,557,49,0
4822,16216.58,60,4.76,101606.44,660,51,1
4823,20451.55,60,4.25,125869.91,695,54,0
4824,50926.94,24,2.39,76996.36,823,52,0
4825,10580.27,36,6.0,45944.22,575,36,0
4826,122012.37,24,3.03,86269.03,779,38,0
4827,31378.7,60,3.09,106371.1,775,49,0
4828,19694.88,12,5.51,60738.48,609,18,0
4829,72521.67,12,5.99,203596.12,576,50,0
4830,5000.0,48,7.0,83608.1,506,36,0
4831,28268.74,24,4.87,121062.5,653,60,0
4832,21948.79,48,5.33,123609.68,621,18,0
4833,20640.34,48,3.35,20000.0,757,51,0
4834,20554.4,12,4.4,101977.4,685,49,0
4835,5000.0,24,7.8,109259.04,451,47,0
4836,8250.6,36,5.01,45314.2,643,64,0
4837,7650.87,24,4.47,39691.05,680,45,0
4838,223753.19,48,5.26,20000.0,626,48,0
4839,5000.0,60,3.61,164543.47,739,26,0
4840,9140.5,48,5.74,33889.5,593,46,0
4841,182819.66,24,3.41,20000.0,753,41,1
4842,49477.57,12,5.72,52305.85,594,40,0
4843,29952.53,24,5.4,28926.56,616,21,0
4844,5000.0,36,2.09,20000.0,844,70,0
4845,55381.82,60,6.83,271419.31,518,30,0
4846,7413.57,60,4.78,27362.59,659,40,0
4847,55613.17,48,4.41,35742.37,684,22,0
4848,193583.65,24,5.81,74097.85,588,23,0
4849,37961.43,12,4.24,20000.0,696,23,1
4850,12045.31,36,3.85,62922.47,723,68,1
4851,49079.31,48,4.52,104478.19,677,20,0
4852,35967.34,24,4.63,79906.99,669,36,0
4853,38086.32,12,4.15,92776.48,702,38,0
4854,32514.63,24,6.01,61193.26,574,33,0
4855,56003.12,12,5.84,46618.94,586,31,0
4856,42425.22,24,4.24,94009.54,696,38,0
4857,217121.37,24,5.45,89387.68,613,26,1
4858,87395.77,48,5.0,26279.69,644,58,0
4859,15373.72,24,8.59,73287.19,397,68,1
4860,64686.95,24,3.93,64394.02,717,63,0
4861,12059.03,48,2.99,106374.31,782,18,0
4862,76242.53,48,4.02,85760.63,711,18,0
4863,7982.48,60,3.8,153630.09,726,21,0
4864,32080.31,60,3.57,127089.78,742,53,0
4865,78176.93,48,5.19,137624.57,631,37,0
4866,16433.03,36,6.22,108497.3,560,80,0
4867,90736.81,12,4.15,133376.53,702,45,0
4868,51662.4,48,3.37,50039.93,756,61,0
4869,25335.23,60,6.49,123635.68,541,61,0
4870,27531.77,24,3.88,64657.92,721,30,0
4871,130178.79,48,4.5,20000.0,678,32,1
4872,12281.67,48,5.08,122437.78,638,68,0
4873,59104.47,60,5.3,80366.84,623,19,1
4874,61429.36,60,4.52,171729.47,677,42,0
4875,127841.42,36,5.85,72650.2,585,55,0
4876,62442.28,60,2.0,34887.56,850,52,1
4877,43909.71,60,6.84,42809.86,517,39,1
4878,116406.7,60,8.62,56699.43,395,38,0
4879,88343.21,24,4.49,82117.29,679,26,0
4880,63075.94,48,4.79,134677.26,658,31,1
4881,5000.0,48,4.14,80855.01,703,69,0
4882,23381.95,60,9.07,25751.44,364,48,0
4883,49968.63,36,7.59,82869.73,466,35,0
4884,36933.44,60,5.56,149379.22,605,54,0
4885,19233.03,36,3.64,73877.73,737,38,0
4886,7799.01,48,7.56,92318.31,468,28,0
4887,40259.45,36,4.27,63008.17,694,36,0
4888,16837.84,36,5.27,62593.31,625,23,0
4889,13263.46,12,4.69,138253.24,665,68,0
4890,25454.54,36,4.95,115376.08,647,54,0
4891,76970.28,36,4.94,285418.47,648,54,0
4892,33457.23,24,4.95,46657.48,647,36,0
4893,12198.71,48,3.31,38882.84,760,44,0
4894,6216.02,60,4.87,20000.0,653,37,0
4895,34556.19,12,3.44,56251.15,751,23,0
4896,79082.97,36,5.56,65281.22,605,58,0
4897,52895.31,24,3.29,37395.79,761,56,0
4898,13207.97,24,5.26,93981.35,626,50,0
4899,28697.73,60,5.24,116982.99,627,45,1
4900,96630.58,60,7.5,90989.42,472,31,0
4901,9779.82,48,6.23,28596.81,559,49,1
4902,37972.96,36,5.94,39834.73,579,30,0
4903,22020.81,24,7.54,71448.98,469,32,0
4904,6629.72,12,6.17,144373.69,563,30,0
4905,5000.0,48,3.92,60679.71,718,35,0
4906,40582.05,36,3.76,20000.0,729,33,0
4907,5000.0,60,7.37,55845.04,481,55,0
4908,5459.84,36,2.49,68201.21,816,29,0
4909,21352.13,60,3.7,183862.78,733,44,0
4910,5000.0,36,2.0,20000.0,850,54,0
4911,25578.4,12,3.31,117592.0,760,63,0
4912,6984.09,48,2.16,20000.0,839,50,1
4913,21529.38,60,4.31,47733.25,691,18,0
4914,78309.27,12,6.04,88893.83,572,41,0
4915,49223.71,24,4.53,128287.55,676,55,0
4916,29475.5,12,8.17,40154.61,426,30,0
4917,5000.0,12,5.16,49045.33,633,64,0
4918,48267.44,12,4.98,60068.68,645,64,0
4919,8938.97,60,3.51,38279.67,746,52,0
4920,5000.0,24,4.62,172016.68,670,59,0
4921,54531.61,48,5.56,80089.43,605,63,0
4922,121554.97,12,6.95,110853.79,510,45,0
4923,30864.29,60,6.01,60633.5,574,58,0
4924,5000.0,60,5.24,60242.12,627,27,1
4925,106137.38,48,5.94,136225.23,579,55,0
4926,5000.0,36,8.73,67714.78,387,50,0
4927,101063.63,24,4.94,98924.09,648,80,0
4928,24864.17,24,5.59,51813.21,603,39,0
4929,22737.59,12,5.62,41036.18,601,64,0
4930,39131.43,36,4.68,77793.96,666,59,0
4931,157426.48,24,5.58,34786.0,604,43,0
4932,114503.46,12,3.35,20000.0,757,18,0
4933,31775.06,36,5.99,52126.96,576,39,0
4934,59507.31,60,6.12,198841.7,567,43,0
4935,43426.16,12,6.01,96678.87,574,59,0
4936,59120.61,36,4.66,45776.54,667,49,1
4937,88400.43,48,4.68,99503.13,666,45,0
4938,5000.0,24,5.72,149663.24,594,57,0
4939,19708.45,12,4.94,37817.15,648,56,0
4940,160112.13,60,4.36,99385.04,688,59,0
4941,149127.29,12,4.05,51094.55,709,32,0
4942,5000.0,24,5.08,160979.37,638,59,0
4943,11247.27,24,6.06,45269.81,571,64,1
4944,253919.29,36,6.06,49809.69,571,80,1
4945,33944.97,60,4.53,92073.44,676,52,0
4946,42532.88,36,3.86,33610.94,722,61,0
4947,9101.29,60,4.69,31807.22,665,51,1
4948,112374.37,12,5.48,156545.69,611,54,1
4949,13150.4,12,5.74,136467.18,593,61,1
4950,10514.31,36,3.75,113380.73,730,20,0
4951,12946.46,48,6.7,40220.2,527,49,1
4952,126050.55,24,5.61,69678.42,602,49,0
4953,60675.36,36,2.83,76359.9,793,35,0
4954,73179.59,36,3.22,190892.95,766,21,0
4955,23663.36,12,4.62,65545.5,670,38,0
4956,119942.14,24,5.62,37240.94,601,49,0
4957,77891.62,36,5.29,106567.79,624,41,0
4958,69434.33,12,4.79,77623.16,658,49,1
4959,176920.12,12,2.0,116394.21,850,31,0
4960,22800.84,36,3.43,169845.75,752,47,0
4961,47205.41,36,3.61,176758.0,739,50,0
4962,120358.24,12,5.14,44258.33,634,26,0
4963,78244.49,36,5.64,52104.97,600,24,0
4964,41434.48,24,5.2,20000.0,630,57,0
4965,5000.0,12,3.47,36759.33,749,46,0
4966,52881.69,12,2.55,64311.17,812,29,0
4967,37386.04,36,6.16,158834.21,564,38,0
4968,10178.11,36,8.25,62571.5,420,52,0
4969,106960.9,36,5.29,128351.19,624,31,1
4970,21022.49,24,3.37,42083.07,756,68,0
4971,24508.68,12,5.75,26816.09,592,53,0
4972,55798.33,48,4.25,68244.88,695,57,0
4973,33549.6,24,6.55,84429.5,537,47,0
4974,5000.0,24,5.35,37320.7,620,54,0
4975,24505.55,12,6.06,23296.27,571,76,0
4976,5000.0,48,5.14,45923.31,634,38,0
4977,10582.39,12,4.62,105846.46,670,39,0
4978,5000.0,24,3.91,68088.64,719,76,0
4979,10002.68,36,5.52,30920.58,608,64,0
4980,20057.27,12,6.57,34943.14,536,42,0
4981,38633.16,12,7.13,114405.71,497,33,0
4982,125836.72,36,3.34,59049.63,758,38,0
4983,38861.98,48,6.1,20000.0,568,75,0
4984,61141.4,48,4.17,147032.06,701,46,0
4985,22133.21,12,7.24,20000.0,490,60,0
4986,69641.95,36,2.64,133264.38,806,48,0
4987,48440.92,12,2.0,43007.46,850,49,0
4988,30790.24,36,4.44,29348.63,682,53,0
4989,10769.24,24,5.33,75424.84,621,43,0
4990,18087.31,36,2.83,56216.7,793,41,0
4991,48503.84,12,5.64,45326.27,600,68,0
4992,27761.2,60,4.84,78482.44,655,41,0
4993,110085.68,48,8.94,21827.63,373,52,0
4994,13383.53,12,5.03,72192.84,642,61,1
4995,5000.0,36,3.24,76071.91,765,53,0
4996,44500.53,36,5.59,42738.12,603,56,1
4997,108600.14,48,5.56,20000.0,605,20,1
4998,22685.97,12,5.55,58263.65,606,48,0
4999,52165.22,60,2.06,56908.78,846,64,0
5000,13160.05,24,4.59,52432.64,672,78,0
5001,40875.68,60,4.87,20000.0,653,62,0
5002,77274.38,24,5.51,72768.8,609,48,0
5003,100882.19,24,3.43,123170.42,752,53,0
5004,5553.23,12,6.09,54321.02,569,55,0
5005,22031.91,24,3.09,22073.09,775,18,0
5006,51033.2,36,5.08,90952.36,638,27,0
5007,5000.0,24,3.21,172243.36,767,47,0
5008,58658.47,24,5.45,30769.42,613,43,1
5009,37542.4,48,3.73,31742.18,731,39,0
5010,17023.65,48,4.14,149720.77,703,50,0
5011,84276.67,12,5.0,58161.17,644,52,0
5012,17128.09,12,2.93,20000.0,786,21,0
5013,237887.21,36,3.03,208221.4,779,24,0
5014,84741.67,48,5.85,20000.0,585,38,0
5015,61546.74,60,5.96,20000.0,578,53,0
5016,5000.0,12,5.27,23789.22,625,41,0
5017,117332.27,12,5.35,108500.93,620,36,0
5018,78045.56,48,3.41,115085.27,753,66,1
5019,13004.97,48,4.4,20000.0,685,55,0
5020,24899.43,36,6.22,32754.05,560,42,0
5021,15641.9,48,6.16,82324.87,564,72,0
5022,208075.64,24,4.75,170630.8,661,46,0
5023,96274.75,60,3.66,20000.0,736,59,0
5024,133124.19,24,2.64,20000.0,806,30,0
5025,77741.39,24,4.66,42887.03,667,24,0
5026,30472.32,24,5.1,20000.0,637,32,0
5027,11497.98,12,5.24,143772.44,627,53,0
5028,11664.76,24,5.97,61713.72,577,43,1
5029,8225.04,12,5.03,135112.84,642,42,0
5030,39554.49,48,5.62,83061.99,601,48,0
5031,126265.51,60,5.51,105872.28,609,47,0
5032,240169.29,60,4.05,36916.8,709,63,0
5033,16934.72,24,7.0,20000.0,506,36,0
5034,59753.05,60,7.7,55729.72,458,23,0
5035,45453.1,12,6.31,123821.26,554,69,0
5036,33563.03,48,3.76,204284.25,729,37,0
5037,54796.09,24,4.4,52717.33,685,63,1
5038,23210.07,36,3.54,109028.34,744,51,1
5039,144554.9,60,7.32,36318.5,484,67,0
5040,61115.13,60,4.17,46194.11,701,35,1
5041,70162.08,24,7.0,60770.07,506,58,0
5042,13881.45,60,6.49,180015.65,541,40,1
5043,9231.13,60,6.8,106231.37,520,34,0
5044,25071.89,36,6.55,95609.2,537,70,0
5045,72765.61,12,2.0,173578.28,850,33,0
5046,139677.06,24,4.14,32625.74,703,33,0
5047,27872.27,24,7.6,52282.77,465,28,0
5048,74395.71,36,7.21,96147.73,492,38,1
5049,31782.38,36,4.79,40714.0,658,47,0
5050,17494.06,12,4.68,50302.43,666,42,0
5051,67212.56,48,5.84,77560.88,586,50,0
5052,80024.44,24,2.47,62615.6,818,21,0
5053,11335.04,60,6.22,25049.82,560,44,0
5054,18204.37,12,3.57,35903.09,742,23,0
5055,34137.75,24,3.73,24805.48,731,38,0
5056,10321.81,12,2.0,108811.73,850,41,0
5057,132137.22,48,2.0,34830.31,850,44,0
5058,44742.84,24,3.91,96487.21,719,50,1
5059,6460.08,60,4.87,72679.34,653,26,0
5060,10168.88,24,4.4,63728.59,685,38,0
5061,154343.44,12,4.02,20912.79,711,79,0
5062,67002.72,48,7.61,72059.09,464,43,0
5063,66289.15,12,7.09,89532.54,500,42,0
5064,5000.0,12,3.5,109352.84,747,18,0
5065,112832.25,36,2.93,24521.22,786,47,0
5066,29325.56,12,2.76,53745.11,798,21,0
5067,53898.93,48,5.23,129497.79,628,18,0
5068,160556.82,60,4.44,120088.57,682,51,1
5069,5268.71,36,5.58,60800.48,604,51,0
5070,32915.69,12,2.25,20277.03,833,20,0
5071,5000.0,24,5.48,113611.17,611,23,0
5072,34611.92,36,6.06,64832.92,571,33,0
5073,14534.96,48,5.14,29437.53,634,74,0
5074,120992.77,24,5.49,55217.92,610,49,0
5075,25415.81,48,5.03,20813.42,642,53,0
5076,50238.67,24,3.6,113123.1,740,63,0
5077,98408.34,60,4.73,20000.0,662,67,0
5078,205804.54,48,5.78,135713.85,590,47,0
5079,35040.76,24,5.87,79421.81,584,51,0
5080,30418.04,48,5.69,21162.31,596,45,0
5081,5000.0,36,7.75,51232.05,455,18,0
5082,5000.0,48,3.6,46811.68,740,49,1
5083,46927.08,48,4.02,31364.64,711,36,0
5084,5000.0,24,2.65,73969.68,805,18,0
5085,23932.36,48,4.36,175348.21,688,33,0
5086,5000.0,60,7.11,33939.66,499,37,1
5087,47755.15,12,4.69,68843.37,665,58,0
5088,27705.38,36,4.65,65546.28,668,42,0
5089,6792.18,24,3.83,73399.28,724,33,0
5090,17574.96,48,2.31,20000.0,829,25,0
5091,42159.07,48,6.71,142303.97,526,41,1
5092,53459.48,48,4.09,277297.37,706,47,0
5093,31026.06,36,5.16,64493.94,633,53,0
5094,81471.6,12,2.0,107401.39,850,57,1
5095,5963.98,60,3.63,87174.83,738,23,0
5096,5000.0,60,5.3,23984.04,623,48,0
5097,5000.0,24,2.95,60711.25,785,42,0
5098,38374.99,12,5.27,36316.0,625,41,0
5099,61248.2,12,3.92,56195.23,718,47,0
5100,6993.08,36,5.48,67120.72,611,70,0
